gender,총구매액,구매건수,평균구매가격,평균할부개월수,구매브랜드종류,내점일수,수입상품_구매비율,주말방문비율,가을_구매건수,겨울_구매건수,봄_구매건수,여름_구매건수,아침_구매건수,저녁_구매건수,점심_구매건수,내점구매율,주구매코너_가구,주구매코너_가전,주구매코너_기타바이어,주구매코너_니트단품,주구매코너_도자기크리스탈,주구매코너_디자이너부띠끄,주구매코너_문화완구,주구매코너_섬유,주구매코너_수입명품,주구매코너_스포츠,주구매코너_엘레강스캐주얼,주구매코너_영캐주얼,주구매코너_유니캐주얼,주구매코너_유아동복,주구매코너_일반식품,주구매코너_장신구,주구매코너_정장셔츠,주구매코너_조리욕실,주구매코너_침구수예,주구매코너_캐릭터캐주얼,주구매코너_타운모피,주구매코너_트래디셔널캐주얼,주구매코너_피혁A,주구매코너_피혁B,주구매코너_화장품,주구매코너_nan,코너분류_고급,코너분류_기타,코너분류_생활,코너분류_식품,코너분류_잡화,코너분류_패션,코너분류_nan,log_total,morning
0,590000,5,118000,3.0,4,4,20.0,100.0,3.0,1.0,0.0,1.0,0.0,0.0,5.0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13.28787951079572,0.0
0,836600,15,55773,2.1,13,12,26.7,41.7,4.0,3.0,4.0,4.0,0.0,8.0,7.0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.637102533303889,0.0
0,1892400,41,46156,1.6,26,28,19.5,39.3,10.0,7.0,3.0,21.0,4.0,14.0,23.0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.453356951168498,1.6094379124341003
0,2897110,24,120713,1.5,18,15,0.0,26.7,6.0,6.0,8.0,4.0,5.0,1.0,18.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.879224591516259,1.791759469228055
0,285000,4,71250,2.0,3,2,50.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.560247968016562,0.0
0,2215000,28,79107,1.9,21,15,0.0,40.0,2.0,6.0,8.0,12.0,0.0,12.0,16.0,1.87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.61076341292854,0.0
0,433600,8,54200,2.6,5,4,0.0,50.0,0.0,5.0,0.0,3.0,0.0,5.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.979880035377978,0.0
0,6466400,66,97976,2.0,38,33,10.6,57.6,17.0,26.0,16.0,7.0,7.0,11.0,48.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.682130252047312,2.0794415416798357
0,2305740,32,72054,2.0,19,16,15.6,68.8,11.0,4.0,2.0,15.0,0.0,17.0,15.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.650912657805083,0.0
0,3581560,36,99488,1.7,21,23,41.7,43.5,9.0,26.0,0.0,1.0,6.0,22.0,8.0,1.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.091309296861446,1.9459101490553132
0,429400,10,42940,1.8,9,8,0.0,25.0,7.0,2.0,0.0,1.0,0.0,7.0,3.0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.970146493255033,0.0
0,1906100,35,54460,1.0,26,18,5.7,16.7,16.0,6.0,10.0,3.0,7.0,9.0,19.0,1.94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.460570352348473,2.0794415416798357
0,208900,4,52225,1.5,2,1,25.0,100.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.249615734512616,0.0
0,870470,7,124353,2.9,7,6,0.0,50.0,1.0,2.0,3.0,1.0,0.0,2.0,5.0,1.17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.676789723448202,0.0
0,31000,1,31000,1.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10.34177474101152,0.0
0,407480,8,50935,1.8,8,6,12.5,50.0,3.0,0.0,2.0,3.0,0.0,1.0,7.0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.917749584809169,0.0
0,101000,1,101000,3.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11.522885696764481,0.6931471805599453
0,61000,2,30500,1.0,2,1,50.0,100.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11.0186455364637,0.0
0,1639035,19,86265,2.1,9,9,36.8,11.1,5.0,10.0,4.0,0.0,0.0,5.0,14.0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.309618822097317,0.0
0,115000,2,57500,1.0,2,2,0.0,50.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.652696102959753,0.0
0,1306020,21,62191,1.7,16,19,0.0,47.4,4.0,4.0,4.0,9.0,3.0,8.0,10.0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14.082495668321704,1.3862943611198906
0,1269180,40,31730,1.4,25,29,0.0,34.5,21.0,16.0,3.0,0.0,3.0,20.0,17.0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.053882368519245,1.3862943611198906
0,3017320,36,83814,1.8,25,29,0.0,13.8,8.0,8.0,10.0,10.0,8.0,5.0,23.0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.919879909564624,2.1972245773362196
0,2178300,12,181525,2.5,11,10,0.0,40.0,5.0,2.0,2.0,3.0,0.0,5.0,7.0,1.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.594055773109933,0.0
0,6307200,94,67098,1.8,41,46,18.1,41.3,26.0,25.0,16.0,27.0,9.0,36.0,49.0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.657202554489485,2.302585092994046
0,386200,7,55171,1.6,4,6,71.4,16.7,3.0,2.0,2.0,0.0,1.0,3.0,3.0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.864113238305151,0.6931471805599453
0,2180500,34,64132,2.2,25,30,14.7,46.7,5.0,14.0,12.0,3.0,5.0,5.0,24.0,1.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.595065224875263,1.791759469228055
0,2228100,16,139256,2.5,13,8,6.2,37.5,1.0,8.0,7.0,0.0,0.0,11.0,5.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.616660211138287,0.0
0,12238000,48,254958,1.6,32,18,37.5,27.8,16.0,8.0,18.0,6.0,2.0,17.0,29.0,2.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.320056504717318,1.0986122886681098
0,454800,5,90960,3.0,4,4,20.0,25.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.02761523962479,0.0
0,825200,11,75018,2.6,4,4,9.1,75.0,8.0,0.0,0.0,3.0,0.0,1.0,10.0,2.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.623382272005935,0.0
0,704100,9,78233,1.9,9,5,11.1,80.0,6.0,3.0,0.0,0.0,0.0,5.0,4.0,1.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.464677090759022,0.0
0,4610752,112,41167,1.1,57,51,6.2,47.1,17.0,41.0,20.0,34.0,27.0,48.0,37.0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.343901742198206,3.332204510175204
0,949600,7,135657,3.0,7,3,14.3,100.0,0.0,1.0,6.0,0.0,0.0,3.0,4.0,2.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.76379717535202,0.0
0,348500,6,58083,1.5,5,3,16.7,0.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.761396378619057,0.0
0,796400,20,39820,1.3,12,17,20.0,47.1,6.0,5.0,6.0,3.0,3.0,7.0,10.0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.587858106821816,1.3862943611198906
0,1347700,19,70932,1.8,12,12,10.5,83.3,2.0,7.0,5.0,5.0,0.0,2.0,17.0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.113910735761873,0.0
0,779800,12,64983,1.9,11,7,8.3,28.6,1.0,1.0,1.0,9.0,0.0,8.0,4.0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.56679403790991,0.0
0,1977900,27,73256,2.9,14,21,11.1,61.9,3.0,13.0,7.0,4.0,0.0,12.0,15.0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.497546739356107,0.0
0,438988,11,39908,1.5,8,10,18.2,40.0,1.0,3.0,5.0,2.0,0.0,2.0,9.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.99222963479577,0.0
0,161000,4,40250,1.0,4,3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.989165855127435,0.0
0,157900,4,39475,1.5,4,3,0.0,100.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11.969723533345908,0.0
0,7467900,53,140904,1.8,36,25,5.7,40.0,9.0,12.0,25.0,7.0,3.0,17.0,33.0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.826124526994553,1.3862943611198906
0,381800,5,76360,1.8,5,3,20.0,33.3,0.0,1.0,4.0,0.0,0.0,2.0,3.0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.852654809442695,0.0
0,1751905,31,56513,2.2,17,17,9.7,35.3,2.0,10.0,5.0,14.0,2.0,11.0,18.0,1.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.376214896071065,1.0986122886681098
0,2592200,36,72006,2.2,20,17,2.8,52.9,11.0,6.0,19.0,0.0,5.0,7.0,24.0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.76801787974404,1.791759469228055
0,2323200,68,34165,2.0,39,33,2.9,30.3,15.0,16.0,20.0,17.0,12.0,21.0,35.0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.658456534053293,2.5649493574615367
0,247000,3,82333,3.0,3,3,33.3,33.3,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.417147664184915,0.0
0,2612400,14,186600,2.6,11,6,7.1,0.0,0.0,0.0,6.0,8.0,4.0,0.0,10.0,2.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.775780279800339,1.6094379124341003
0,525300,12,43775,1.7,10,6,25.0,33.3,0.0,6.0,6.0,0.0,1.0,6.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.171726710614331,0.6931471805599453
0,2698100,38,71003,1.0,26,10,0.0,70.0,16.0,5.0,17.0,0.0,2.0,10.0,26.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.8080587501863,1.0986122886681098
0,3467400,33,105073,2.9,26,17,6.1,76.5,3.0,9.0,12.0,9.0,4.0,7.0,22.0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.058915879934414,1.6094379124341003
0,1428600,17,84035,1.7,14,10,11.8,30.0,0.0,2.0,13.0,2.0,1.0,10.0,6.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14.172206201688764,0.6931471805599453
0,252000,9,28000,2.1,6,5,0.0,20.0,2.0,0.0,4.0,3.0,2.0,3.0,4.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12.437188334739655,1.0986122886681098
0,1563700,22,71077,1.3,13,13,13.6,46.2,5.0,3.0,7.0,7.0,0.0,5.0,17.0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14.262566005340254,0.0
0,933000,21,44429,1.5,17,16,14.3,62.5,2.0,7.0,7.0,5.0,6.0,9.0,6.0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.746161551640268,1.9459101490553132
0,1265800,6,210967,2.3,5,2,16.7,50.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.05121568133725,0.0
0,3946800,18,219267,1.3,14,10,22.2,60.0,0.0,8.0,10.0,0.0,0.0,6.0,12.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.188415935334936,0.0
0,825200,10,82520,1.9,10,7,30.0,42.9,4.0,3.0,2.0,1.0,0.0,6.0,4.0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.623382272005935,0.0
0,2772400,27,102681,1.6,18,13,37.0,46.2,5.0,5.0,9.0,8.0,0.0,1.0,26.0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.835224289724213,0.0
0,366450,14,26175,1.0,9,10,14.3,0.0,4.0,4.0,3.0,3.0,1.0,2.0,11.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.811620094235524,0.6931471805599453
0,1284000,14,91714,1.4,10,9,35.7,44.4,0.0,12.0,2.0,0.0,2.0,8.0,4.0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.06549154204794,1.0986122886681098
0,3030740,22,137761,2.0,16,13,4.5,46.2,0.0,15.0,7.0,0.0,1.0,8.0,13.0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14.924317702042432,0.6931471805599453
0,331300,6,55217,2.7,5,2,0.0,50.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.710782606695746,0.6931471805599453
0,540000,4,135000,4.2,4,2,25.0,100.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.199326270390594,0.0
0,1223400,7,174771,1.3,4,6,57.1,66.7,1.0,5.0,1.0,0.0,0.0,3.0,4.0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.017145243184414,0.0
0,256000,6,42667,1.7,2,6,16.7,50.0,2.0,1.0,1.0,2.0,0.0,4.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.45293662970407,0.0
0,109000,1,109000,3.0,1,1,100.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11.599112335481124,0.0
0,882679,24,36778,1.2,8,20,12.5,25.0,6.0,7.0,7.0,4.0,0.0,14.0,10.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.690718012997017,0.0
0,373600,10,37360,1.2,10,10,20.0,10.0,0.0,3.0,7.0,0.0,3.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.830943661992771,1.3862943611198906
0,657800,5,131560,1.0,5,4,20.0,100.0,3.0,1.0,0.0,1.0,0.0,2.0,3.0,1.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.39665773295485,0.0
0,226000,3,75333,1.7,3,3,33.3,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.328294703023394,0.0
0,1579400,22,71791,2.7,14,15,31.8,33.3,0.0,0.0,6.0,16.0,0.0,9.0,13.0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.272556219197247,0.0
0,1157500,16,72344,1.5,16,10,6.2,70.0,1.0,1.0,4.0,10.0,5.0,6.0,5.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.961773928873038,1.791759469228055
0,951500,6,158583,3.7,5,4,0.0,75.0,0.0,0.0,6.0,0.0,1.0,1.0,4.0,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.765796016689938,0.6931471805599453
0,681400,13,52415,1.3,8,7,0.0,57.1,3.0,3.0,6.0,1.0,1.0,7.0,5.0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.4319062517747,0.6931471805599453
0,254800,3,84933,1.7,3,2,0.0,100.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.448238127319225,0.0
0,2357200,49,48106,1.3,30,25,14.3,44.0,17.0,8.0,5.0,19.0,2.0,26.0,21.0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.672985456177946,1.0986122886681098
0,208000,3,69333,1.0,3,3,33.3,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.245298166364206,0.0
0,2796820,33,84752,1.6,20,21,21.2,52.4,14.0,8.0,8.0,3.0,5.0,8.0,20.0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.8439939729964,1.791759469228055
0,5682400,25,227296,2.5,16,10,52.0,40.0,2.0,8.0,5.0,10.0,1.0,9.0,15.0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.552884412647701,0.6931471805599453
0,1235800,14,88271,1.7,12,7,14.3,14.3,5.0,5.0,0.0,4.0,2.0,3.0,9.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.027229900801116,1.0986122886681098
0,1465300,21,69776,2.0,19,14,14.3,28.6,0.0,9.0,2.0,10.0,3.0,11.0,7.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.197571240079988,1.3862943611198906
